StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,cheating_misinfo,headlines_task_1,headlines_task_2,headlines_task_3,headlines_task_4,headlines_task_5,headlines_task_6,headlines_task_7,headlines_task_8,headlines_task_9,headlines_task_10,headlines_task_DO_1,headlines_task_DO_2,headlines_task_DO_3,headlines_task_DO_4,headlines_task_DO_5,headlines_task_DO_6,headlines_task_DO_7,headlines_task_DO_8,headlines_task_DO_9,headlines_task_DO_10,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_DO_1,news_trust_DO_2,news_trust_DO_3,news_trust_DO_4,news_trust_DO_5,news_trust_DO_6,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_DO_1,trust_media_DO_2,trust_media_DO_3,trust_media_DO_4,trust_media_DO_5,sm_usage_1,sm_usage_2,sm_usage_DO_1,sm_usage_DO_2,feeling_therm_1,feeling_therm_2,feeling_therm_4,feeling_therm_5,feeling_therm_6,feeling_therm_DO_1,feeling_therm_DO_2,feeling_therm_DO_4,feeling_therm_DO_5,feeling_therm_DO_6,conspiracies_1,conspiracies_2,conspiracies_3,conspiracies_4,conspiracies_DO_1,conspiracies_DO_2,conspiracies_DO_3,conspiracies_DO_4,Misinfo_literacy_1,Misinfo_literacy_2,Misinfo_literacy_3,Misinfo_literacy_4,Misinfo_literacy_5,Misinfo_literacy_6,Misinfo_literacy_DO_1,Misinfo_literacy_DO_2,Misinfo_literacy_DO_3,Misinfo_literacy_DO_4,Misinfo_literacy_DO_5,Misinfo_literacy_DO_6,sm_cynicism_1,sm_cynicism_2,sm_cynicism_3,sm_cynicism_DO_1,sm_cynicism_DO_2,sm_cynicism_DO_3,Pol_cyn_1,ext_media_1,ext_media_1_DO_1,ext_media_1_DO_2,ext_media_1_DO_4,ext_media_1_DO_5,ext_media_2,ext_media_2_DO_1,ext_media_2_DO_2,ext_media_3,att_check,fc_trust,fc_share,fake_news_problem,sm_news_trust_1,sm_news_trust_2,sm_news_trust_3,sm_news_trust_4,sm_news_trust_DO_1,sm_news_trust_DO_2,sm_news_trust_DO_3,sm_news_trust_DO_4,efficacy_1,efficacy_2,efficacy_3,efficacy_DO_1,efficacy_DO_2,efficacy_DO_3,fc_ability_general_1,fc_ability_specific_1,Party_id,Party_id_DO_1,Party_id_DO_2,Party_id_DO_3,Party_id_DO_4,pol_knowledge_1,pol_knowledge_2,info_lookup,fc_experience,fc_bias_1,fc_bias_2,fc_bias_3,fc_bias_4,fc_keep,upload_compliance_t_Id,upload_compliance_t_Name,upload_compliance_t_Size,upload_compliance_t_Type,feedback_open_end_t,upload_compliance_c_Id,upload_compliance_c_Name,upload_compliance_c_Size,upload_compliance_c_Type,feedback_open_end_c,exp,hash,id
2023-06-23T18:07:54Z,2023-06-23T18:19:05Z,IP Address,107.185.58.217,100,670,TRUE,2023-06-23T18:19:08Z,R_1Cj8VZSKZP8xeD0,NA,NA,f8f0c8d7e279159e86b01e37223a4088,NA,34.2862,-119.2264,anonymous,EN,Yes,Very accurate,Not at all accurate,Not at all accurate,Very accurate,Not at all accurate,Not at all accurate,Very accurate,Not at all accurate,Very accurate,Not at all accurate,5,3,4,10,7,2,9,1,6,8,Some,Some,Some,Some,Some,Some,5,2,6,3,1,4,Not at all,Some,Some,Some,Some,5,3,2,1,4,Several times a day,Several times a day,1,2,0,68,59,0,71,4,2,3,1,5,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,1,3,2,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,2,1,3,5,6,4,Somewhat Agree,Strongly Agree,Somewhat Agree,2,1,3,Quite a few,Some,1,3,4,2,Tend to favor one side,2,1,Once in a while,President Obama,A moderate amount,A moderate amount,A moderately big problem,63,76,19,72,1,3,4,2,Somewhat agree,Somewhat agree,Somewhat agree,2,1,3,92,97,Democrat,1,3,2,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_56ak6QCMxMQnQg9,Screenshot_20230623_111712_Chrome.jpg,907186,image/jpeg,Thank you for having me as a part of the study. I learned a lot about what tweets piqued my interest on twitter as I was explaining the ones I picked. I hope your research is successful and appreciate being a part of it.,control,f8f0c8d7e279159e86b01e37223a4088,1
2023-06-23T15:26:04Z,2023-06-23T18:27:09Z,IP Address,96.33.59.218,100,10865,TRUE,2023-06-23T18:27:12Z,R_SATe63sMrXz2ejL,NA,NA,4afab8670ecadc327c5ff8324a4120ea,NA,36.5246,-87.3465,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Not very accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Not very accurate,Not very accurate,Not very accurate,10,3,1,5,4,8,9,7,2,6,Some,Not too much,Some,Some,Some,Not too much,1,6,5,3,2,4,Not at all,Not at all,Not at all,Not at all,Not at all,1,3,4,2,5,At least 10 times a day,At least 10 times a day,1,2,60,32,56,41,12,5,1,2,4,3,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,1,2,4,3,4,4,5,5,5,1,2,3,4,5,6,Neutral,Somewhat Agree,Neutral,3,1,2,Quite a few,Some,2,1,4,3,Deal fairly with all sides,1,2,About half of the time,President Obama,A moderate amount,A moderate amount,A moderately big problem,11,40,40,40,1,2,4,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,1,3,82,46,Republican,1,3,2,4,NA,Twice,Yes,I liked it a lot,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Extremely likely,F_2y9nSD1GLDACG3H,twitter%20timeline.jpg,347670,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,4afab8670ecadc327c5ff8324a4120ea,1
2023-06-23T16:34:55Z,2023-06-23T18:27:50Z,IP Address,207.5.39.176,100,6775,TRUE,2023-06-23T18:27:53Z,R_2pPNAJXabnAxAnq,NA,NA,4c8f47bede1a141f58dd70f2647fb115,NA,32.2108,-80.7459,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Somewhat accurate,Not at all accurate,Very accurate,Very accurate,Very accurate,Somewhat accurate,Very accurate,Not at all accurate,7,2,6,1,8,4,10,3,9,5,Not too much,Some,Not too much,Some,Some,Not too much,4,1,2,5,3,6,A lot,A lot,I do not know this source,Some,Some,2,1,3,5,4,Several times a day,Several times a day,1,2,15,79,52,0,74,5,1,4,2,3,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,4,3,2,1,Very likely,Very likely,Very likely,Very likely,Very likely,Not at all likely,3,2,6,4,5,1,Somewhat Disagree,Agree,Somewhat Disagree,1,2,3,Quite a few,A lot,4,2,1,3,Deal fairly with all sides,1,2,Once in a while,President Obama,A moderate amount,A moderate amount,A very big problem,54,80,0,0,4,1,2,3,Somewhat agree,Somewhat agree,Somewhat agree,3,1,2,70,90,Independent,2,1,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3gML1HlMSfOj8xe,2FAF0670-D24B-4D97-AC1D-D3C7A9BAD766.png,1908329,image/png,NA,control,4c8f47bede1a141f58dd70f2647fb115,1
2023-06-23T18:41:34Z,2023-06-23T18:51:49Z,IP Address,69.112.109.244,100,614,TRUE,2023-06-23T18:51:51Z,R_32XYZxVYac8MS4p,NA,NA,c51136b3e737ba977f8dde744fb9e81b,NA,40.6739,-73.9358,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Very accurate,Somewhat accurate,Somewhat accurate,Very accurate,Very accurate,Somewhat accurate,Somewhat accurate,Very accurate,2,1,4,3,6,8,5,9,10,7,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,4,2,5,6,3,1,Not at all,Some,Some,Not too much,Some,2,3,4,5,1,At least 10 times a day,At least 10 times a day,1,2,0,100,47,0,77,3,5,4,1,2,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,3,2,1,4,Very likely,Very likely,Very likely,Very likely,Very likely,5,6,3,5,2,4,1,Somewhat Agree,Somewhat Agree,Somewhat Agree,3,1,2,Quite a few,Some,4,3,2,1,Tend to favor one side,1,2,About half of the time,President Obama,A moderate amount,A lot,A very big problem,34,69,37,30,1,3,2,4,Strongly disagree,Strongly agree,Strongly agree,1,2,3,100,61,Democrat,2,3,1,4,Eight years,Twice,No,I liked it a lot,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely likely,F_XhmRZFYi6sWxDX3,Screenshot_20230623-145117.jpg,797091,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,c51136b3e737ba977f8dde744fb9e81b,1
2023-06-23T19:05:48Z,2023-06-23T19:17:12Z,IP Address,76.166.154.108,100,683,TRUE,2023-06-23T19:17:15Z,R_323HGoQs8SM2UiO,NA,NA,350d8627dca87dbbe11c84ee101ecc27,NA,34.0544,-118.2441,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,Not at all accurate,Not at all accurate,Somewhat accurate,NA,Not at all accurate,Very accurate,5,6,8,9,7,10,4,3,2,1,Some,Some,Some,Some,Some,Some,3,4,6,5,1,2,Not at all,Not at all,A lot,Some,A lot,2,3,4,1,5,1 to 2 days a week,At least 10 times a day,2,1,10,13,13,11,18,5,3,1,4,2,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,1,4,2,3,Very likely,Very likely,Not at all likely,Very likely,5,Very likely,4,1,2,6,3,5,Strongly Agree,Strongly Agree,Agree,3,2,1,Quite a few,Not too much,3,2,4,1,Tend to favor one side,2,1,Most of the time,President Obama,A lot,None,A very big problem,1,30,18,0,1,3,4,2,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,2,3,31,100,Something else,3,2,1,4,NA,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,6,F_3HtMUf7eP7vmOI6,IMG_5421.png,3258545,image/png,NA,NA,NA,NA,NA,NA,treatment,350d8627dca87dbbe11c84ee101ecc27,1
2023-06-23T18:37:45Z,2023-06-23T19:19:30Z,IP Address,71.190.136.188,100,2504,TRUE,2023-06-23T19:19:32Z,R_2tGyc3x2cmhWYTL,NA,NA,a40eeab4bc457810fd368a5e00b8af67,NA,40.9039,-73.837,anonymous,EN,Yes,Very accurate,Not at all accurate,Not very accurate,NA,NA,Very accurate,NA,Very accurate,NA,Not at all accurate,9,3,5,8,10,6,7,4,1,2,Not too much,Not too much,Not too much,Not too much,Not too much,Not at all,1,4,2,5,3,6,Not at all,Not at all,Not at all,Some,Some,1,2,3,4,5,3 to 6 days a week,At least 10 times a day,1,2,0,3,0,0,0,1,2,3,4,5,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,4,2,1,3,Very likely,5,Very likely,4,4,Very likely,4,1,3,6,5,2,Strongly Agree,Strongly Agree,Strongly Agree,2,1,3,Quite a few,Not at all,4,2,1,3,Tend to favor one side,2,1,Most of the time,President Obama,Little,None,A very big problem,18,50,16,75,3,2,4,1,Somewhat agree,Somewhat agree,Strongly agree,1,2,3,94,70,Independent,1,2,3,4,Six years,Twice,No,I liked it a little,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,6,F_0wUEIUVtmXXJu0x,Capturenyu.PNG,430837,image/png,NA,NA,NA,NA,NA,NA,treatment,a40eeab4bc457810fd368a5e00b8af67,1
2023-06-23T19:21:51Z,2023-06-23T19:35:50Z,IP Address,181.214.165.154,100,838,TRUE,2023-06-23T19:35:52Z,R_3qgS3XKpRJfNUgJ,NA,NA,81cd5660526bd734cc319ae1f60b5a66,NA,41.8874,-87.6318,anonymous,EN,Yes,Somewhat accurate,Not very accurate,Not at all accurate,Somewhat accurate,NA,Not at all accurate,Not at all accurate,Not at all accurate,Somewhat accurate,Not at all accurate,4,10,1,6,8,5,3,7,9,2,Some,Some,Not too much,A lot,A lot,A lot,2,1,5,6,4,3,A lot,Not at all,Not too much,Not too much,Some,5,3,1,2,4,Several times a day,At least 10 times a day,2,1,51,50,44,79,45,1,3,5,2,4,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,4,1,2,3,Very likely,5,6,Very likely,Very likely,6,4,1,5,6,3,2,Somewhat Agree,Agree,Disagree,1,3,2,Quite a few,A lot,1,2,4,3,Tend to favor one side,2,1,About half of the time,Mike Pence,A moderate amount,A moderate amount,A very big problem,6,79,40,67,2,3,4,1,Strongly agree,Somewhat agree,Strongly agree,3,1,2,73,87,Independent,1,2,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_2ZE0wwOgcS4X0ev,Screenshot_2023-06-23-12-35-17-662_com.twitter.android.jpg,710845,image/jpeg,None,control,81cd5660526bd734cc319ae1f60b5a66,1
2023-06-23T19:36:04Z,2023-06-23T19:45:20Z,IP Address,181.214.165.154,100,555,TRUE,2023-06-23T19:45:21Z,R_1mFcY6dBbE3E5TG,NA,NA,1af9103411ff277321f26f477c092d87,NA,41.8874,-87.6318,anonymous,EN,Yes,Very accurate,Not at all accurate,Somewhat accurate,Somewhat accurate,Not at all accurate,Somewhat accurate,Not at all accurate,Not very accurate,Very accurate,Not at all accurate,1,4,8,3,5,6,9,7,2,10,Some,A lot,Not too much,Some,Some,Some,1,4,3,6,5,2,Some,Not at all,Not at all,Not too much,Some,1,4,5,3,2,Several times a day,At least 10 times a day,2,1,52,74,31,58,72,5,4,1,3,2,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,1,2,4,3,5,6,Very likely,Very likely,6,4,2,3,4,5,6,1,Agree,Neutral,Strongly Agree,1,3,2,Quite a few,Some,4,1,3,2,Tend to favor one side,2,1,About half of the time,Nancy Pelosi,A moderate amount,A moderate amount,A moderately big problem,22,68,7,87,2,4,3,1,Strongly agree,Somewhat agree,Somewhat disagree,3,2,1,96,93,Independent,1,2,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,1af9103411ff277321f26f477c092d87,1
2023-06-23T19:35:27Z,2023-06-23T19:46:36Z,IP Address,107.185.219.187,100,668,TRUE,2023-06-23T19:46:38Z,R_AcilPLNtVCRwELL,NA,NA,e2b60c9b2d40060cd26530610b0c52a6,NA,34.1473,-118.8344,anonymous,EN,Yes,NA,Very accurate,Very accurate,NA,Very accurate,NA,NA,NA,NA,NA,7,3,6,5,4,10,8,2,9,1,Not at all,Some,Not at all,Not at all,Not at all,Not at all,5,1,3,2,6,4,Some,Not at all,Not at all,Not at all,Not at all,2,1,5,4,3,At least 10 times a day,At least 10 times a day,1,2,20,2,3,97,2,2,3,5,1,4,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,4,2,1,3,Not at all likely,5,Not at all likely,Very likely,5,Not at all likely,4,2,6,1,3,5,Agree,Strongly Disagree,Neutral,1,3,2,NA,Not at all,2,4,3,1,Tend to favor one side,1,2,Most of the time,President Obama,None,None,A very big problem,2,1,0,4,3,2,4,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,2,93,90,Independent,1,2,3,4,NA,NA,No,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither likely nor unlikely,F_Zk0uY3CyeJK3R05,Screenshot%202023-06-23%20124529.png,1311686,image/png,NA,NA,NA,NA,NA,NA,treatment,e2b60c9b2d40060cd26530610b0c52a6,1
2023-06-23T20:33:17Z,2023-06-23T20:54:31Z,IP Address,70.237.101.238,100,1273,TRUE,2023-06-23T20:54:32Z,R_3nxf5JWx1CY0e3u,NA,NA,e86c99f429ec0f6f161031d89d64f966,NA,40.782,-73.9953,anonymous,EN,Yes,NA,Not at all accurate,Not at all accurate,Somewhat accurate,Not very accurate,Not very accurate,Very accurate,NA,Not at all accurate,Not at all accurate,3,6,5,1,10,4,2,9,8,7,Some,Not too much,A lot,Some,A lot,Some,6,4,5,2,1,3,A lot,A lot,Some,A lot,Some,4,5,2,3,1,Several times a day,Several times a day,2,1,71,86,78,72,89,2,4,1,3,5,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1,4,2,3,6,6,6,5,6,5,3,4,5,2,6,1,Somewhat Disagree,Somewhat Agree,Neutral,3,1,2,Not very many,A lot,4,2,1,3,Deal fairly with all sides,1,2,Most of the time,President Obama,A lot,A lot,A moderately big problem,96,90,85,91,1,4,3,2,Somewhat agree,Somewhat agree,Somewhat agree,3,1,2,84,88,Democrat,3,1,2,4,Six years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,6,F_1CHYAzhgfMHAy8g,IMG_20230623_135154.jpg,333421,image/jpeg,It has been a wonderful experience so far,NA,NA,NA,NA,NA,treatment,e86c99f429ec0f6f161031d89d64f966,1
2023-06-23T21:07:10Z,2023-06-23T21:16:17Z,IP Address,76.98.72.122,100,547,TRUE,2023-06-23T21:16:19Z,R_6A0B08psfWQCYx3,NA,NA,a0081d147c8e455a35fdf1eec9625617,NA,39.9458,-74.9042,anonymous,EN,Yes,Somewhat accurate,Not very accurate,Somewhat accurate,Very accurate,Somewhat accurate,Not very accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,8,6,3,9,7,4,1,2,10,5,Some,Some,Some,Not too much,Some,Some,3,6,5,4,2,1,Not at all,Some,Not at all,Not at all,I do not know this source,4,2,1,5,3,About once a day,At least 10 times a day,1,2,1,68,60,10,62,3,4,5,2,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,3,1,2,4,4,4,4,4,3,2,6,5,3,4,1,Agree,Neutral,Neutral,1,3,2,Not very many,Some,1,3,2,4,Tend to favor one side,2,1,Once in a while,President Obama,A moderate amount,A moderate amount,A moderately big problem,21,56,0,43,3,2,1,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,3,1,50,50,Independent,2,3,1,4,Four years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_pS2fYqgmZjDunEl,IMG_0691.jpeg,563194,image/jpeg,NA,control,a0081d147c8e455a35fdf1eec9625617,1
2023-06-23T15:52:10Z,2023-06-23T21:39:16Z,IP Address,73.236.34.92,100,20825,TRUE,2023-06-23T21:39:17Z,R_2bZUE4hms6PWCMp,NA,NA,cafeb2a3a8d50b4106f5c876466cbfc8,NA,41.0266,-80.3498,anonymous,EN,Yes,Not at all accurate,Not at all accurate,NA,NA,Not at all accurate,NA,Somewhat accurate,Not at all accurate,NA,Not at all accurate,2,8,5,10,1,9,4,6,3,7,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,6,4,5,3,1,2,Not at all,Not at all,Not at all,Not at all,Not at all,3,5,2,4,1,Several times a day,About once a day,2,1,23,4,34,78,10,2,5,3,4,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3,1,2,4,Very likely,Not at all likely,Very likely,Not at all likely,Not at all likely,Not at all likely,2,1,4,6,5,3,Strongly Agree,Strongly Agree,Strongly Agree,3,2,1,Quite a few,Not too much,3,1,2,4,Tend to favor one side,1,2,Never,President Obama,A great deal,None,A very big problem,5,8,1,9,2,4,3,1,Somewhat disagree,Somewhat disagree,Somewhat agree,1,3,2,27,15,Republican,1,3,2,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_9N4mxnpRbxPr5Jf,Study%20screenshot.jpg,248639,image/jpeg,NA,control,cafeb2a3a8d50b4106f5c876466cbfc8,1
2023-06-23T21:29:34Z,2023-06-23T21:41:30Z,IP Address,181.214.165.150,100,715,TRUE,2023-06-23T21:41:31Z,R_do0WRFsuLPx2a89,NA,NA,dd0169c65ef0ce426ece760c0f289a78,NA,41.8874,-87.6318,anonymous,EN,Yes,Not at all accurate,NA,NA,Not very accurate,Somewhat accurate,NA,Somewhat accurate,NA,NA,NA,8,3,4,2,6,9,1,10,5,7,Some,Not too much,Some,Some,Some,A lot,1,6,3,5,4,2,Some,A lot,Some,Some,Some,4,3,5,2,1,At least 10 times a day,At least 10 times a day,1,2,61,65,60,71,64,1,2,4,3,5,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,2,3,1,4,Very likely,6,6,Very likely,6,6,5,3,6,1,2,4,Somewhat Disagree,Somewhat Agree,Somewhat Agree,3,1,2,Quite a few,Some,4,3,2,1,Deal fairly with all sides,2,1,Once in a while,President Obama,A lot,A lot,A very big problem,69,87,39,73,2,4,3,1,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,2,3,1,77,51,Democrat,1,2,3,4,Six years,Twice,No,I liked it a lot,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Extremely likely,F_YW7AapXxFYHMDa9,Screenshot_20230623-164037.png,358402,image/png,NA,NA,NA,NA,NA,NA,treatment,dd0169c65ef0ce426ece760c0f289a78,1
2023-06-23T17:17:09Z,2023-06-23T21:58:07Z,IP Address,24.191.124.77,100,16858,TRUE,2023-06-23T21:58:09Z,R_1NwVhNuLOOy5eHI,NA,NA,27d50c305c84ff3dc95a04cc6db5e641,NA,40.6221,-73.981,anonymous,EN,Yes,Not very accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Somewhat accurate,Not very accurate,Not very accurate,Not at all accurate,9,3,4,2,10,7,8,1,5,6,A lot,Some,A lot,Not at all,Not too much,Some,6,2,5,4,1,3,Not too much,Not too much,I do not know this source,Some,I do not know this source,2,4,1,5,3,At least 10 times a day,Several times a day,2,1,68,41,50,83,45,3,2,5,1,4,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,3,4,1,2,4,5,5,Very likely,Very likely,5,2,1,4,5,3,6,Somewhat Agree,Neutral,Strongly Agree,1,2,3,Quite a few,Some,2,3,1,4,Tend to favor one side,1,2,Most of the time,Mike Pence,A great deal,A moderate amount,A moderately big problem,69,76,17,40,3,4,1,2,Somewhat agree,Strongly agree,Somewhat agree,2,3,1,77,75,Republican,3,2,1,4,Four years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_10B0g7kJysVSQxu,Screenshot_20230623-175715.png,345978,image/png,NA,control,27d50c305c84ff3dc95a04cc6db5e641,1
2023-06-23T22:10:37Z,2023-06-23T22:17:37Z,IP Address,74.62.80.219,100,419,TRUE,2023-06-23T22:17:39Z,R_3HNDRiD4ubeWSqW,NA,NA,44cdafcba52678d49a2fd3387a06eeba,NA,44.5523,-88.0825,anonymous,EN,Yes,Not very accurate,Not at all accurate,NA,Not very accurate,Not very accurate,Somewhat accurate,Not very accurate,NA,Not very accurate,NA,10,6,8,2,3,1,5,9,4,7,Some,Not too much,Some,Some,Some,Some,3,4,5,1,6,2,Not at all,Some,Some,Some,I do not know this source,3,5,2,4,1,Several times a day,Several times a day,1,2,7,76,64,0,67,5,3,4,1,2,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,1,3,4,2,6,6,6,5,5,5,1,6,3,5,4,2,Somewhat Agree,Agree,Agree,1,3,2,Not very many,Some,1,4,2,3,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,A moderate amount,A moderately big problem,43,34,29,39,2,4,1,3,Somewhat agree,Somewhat agree,Somewhat agree,3,2,1,72,66,Democrat,3,1,2,4,Four years,Twice,No,I liked it a lot,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,6,F_1JDgYgslhpTKjA3,Screenshot_20230623-171653.png,786455,image/png,NA,NA,NA,NA,NA,NA,treatment,44cdafcba52678d49a2fd3387a06eeba,1
2023-06-23T22:11:29Z,2023-06-23T22:24:02Z,IP Address,71.206.81.8,100,753,TRUE,2023-06-23T22:24:04Z,R_2tqVpBeKCCaiohn,NA,NA,f455a7631344825d663282c78c2ace8f,NA,25.4931,-80.4344,anonymous,EN,Yes,NA,Not at all accurate,Not very accurate,Somewhat accurate,Not at all accurate,Somewhat accurate,Very accurate,Very accurate,Not at all accurate,Somewhat accurate,7,2,10,4,5,8,9,1,3,6,Some,Not at all,A lot,Not too much,Some,Not too much,5,4,6,1,3,2,Not at all,Some,Not too much,A lot,A lot,1,3,2,5,4,About once a day,Several times a day,1,2,12,81,69,10,62,5,4,1,2,3,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,3,1,2,4,Very likely,6,Very likely,6,Not at all likely,3,4,6,2,3,1,5,Somewhat Agree,Strongly Agree,Strongly Agree,2,1,3,Quite a few,Some,4,1,2,3,Tend to favor one side,1,2,Never,President Obama,A lot,Little,A very big problem,19,69,10,40,1,3,4,2,Strongly agree,Somewhat agree,Somewhat disagree,2,1,3,80,64,Democrat,3,2,1,4,Four years,Twice,No,I liked it a lot,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither likely nor unlikely,F_RFvsN0eOrawiNIB,chrome_VlAgIs5CVv.jpg,434523,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,f455a7631344825d663282c78c2ace8f,1
2023-06-23T22:12:59Z,2023-06-23T22:42:12Z,IP Address,174.234.6.43,100,1752,TRUE,2023-06-23T22:42:14Z,R_3QE4yJlqQGNwuIq,NA,NA,001e711bb070699b6260384c232068af,NA,39.7318,-104.9669,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,NA,Very accurate,NA,Not at all accurate,NA,NA,2,6,1,7,5,9,8,3,4,10,A lot,Not at all,A lot,A lot,A lot,A lot,6,3,1,2,4,5,Not too much,A lot,A lot,A lot,I do not know this source,4,1,5,2,3,About once a day,Several times a day,2,1,0,89,100,0,91,2,1,4,5,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,3,4,2,Very likely,4,Very likely,Very likely,Very likely,Very likely,1,5,2,6,3,4,Neutral,Strongly Agree,Somewhat Disagree,3,2,1,Not very many,A lot,4,3,2,1,Deal fairly with all sides,2,1,Never,President Obama,A great deal,None,A moderately big problem,50,50,50,50,1,4,3,2,Strongly agree,Strongly agree,Strongly agree,2,3,1,90,81,Democrat,2,1,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3pZC6PGPEZcJ4SB,4A8A06F7-8DCC-416F-9B24-317D82979472.png,1573002,image/png,NA,control,001e711bb070699b6260384c232068af,1
2023-06-23T22:13:56Z,2023-06-23T22:53:41Z,IP Address,107.77.220.35,100,2384,TRUE,2023-06-23T22:53:43Z,R_ey3So5OWRdvnuSt,NA,NA,0d58bbcc32344126bd351047b5f7ea9b,NA,29.7138,-95.2787,anonymous,EN,Yes,NA,NA,NA,Somewhat accurate,Somewhat accurate,NA,NA,NA,Somewhat accurate,Not very accurate,9,10,6,8,2,1,5,4,7,3,Some,Some,Some,Some,Some,Some,2,6,4,1,5,3,Some,Some,Not too much,Some,I do not know this source,4,3,2,5,1,Several times a day,Several times a day,2,1,71,9,71,66,16,5,2,3,4,1,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,2,1,4,4,4,5,4,5,Very likely,6,4,5,3,2,1,Somewhat Disagree,Neutral,Somewhat Disagree,2,1,3,Quite a few,Some,4,3,2,1,Deal fairly with all sides,1,2,About half of the time,President Obama,A moderate amount,Little,A very big problem,69,85,85,81,3,4,1,2,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,3,2,1,82,81,Independent,1,3,2,4,Four years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_AjRdS85m85O73hf,20414B1C-13A6-46AE-B14D-A4C4DE9CCAC1.png,807745,image/png,This was fun!,control,0d58bbcc32344126bd351047b5f7ea9b,1
